OriginalTweet,Sentiment
"When the state makes the announcement  that it is shutting down all the liquor stores in pa. 
#finewineandgoodspirts #wine #liquor #plcb #coronavirus #stockup #COVID19 #wildaf https://t.co/kqkM8VyzN4",Neutral
The excise hike in petroleum prices is understandable given the spread of but it has to be a temporary step,Neutral
"As the government announced the implementation of a movement control order to contain the spread of Covid-19 beginning tomorrow, some early shoppers began queuing outside the Giant hypermarket here, waiting to shop for daily essentials.
https://t.co/UBqMqkm7s3 #KwikNews #Nation https://t.co/jDLPjxPIRR",Neutral
Can you find Purell? I can't. An @astoundcommerce survey shows ~50% of shoppers have been impacted by out-of-stocks. #trending #consumerdata #consumerbehavior https://t.co/7zpDCGqYUS,Neutral
Delivery companies and other services are adapting their procedures to protect employees from COVID-19. LRW SVP @cpeccleston spoke to @Adweek about how brands can do this while maintaining consumer trust: https://t.co/gqfZo53zDg #coronavirus #marketing,Extremely Positive
Omg guys i was looking for something in my room and I found and struck gold instead!!!! I feel like I won the lottery! ??????   #Stoppanicbuying #Sheeple #coronavirus #justwashyourhands https://t.co/l5MXQHYFlc,Extremely Positive
"If anyone wants to listen in, here you go. https://t.co/zbUVh7zI6j #dairy #beef #pork #markets #coronavirus #COVID19 @FarmBureau #FlattenTheCurve #China #Italy @brownfield #agnews https://t.co/telDOEZAXA",Neutral
Anyone else struggling to ground their parents? Who knew theyd be so badly behaved!,Extremely Negative
Please be mindful! I know its easy to panic buy and over stock for food but pls keep in mind that the supermarket will restock...there are those that are older or have chronic illnesses that can not afford to come back home empty handed #COVID2019,Extremely Negative
"All the people buying dried beans at the grocery store need to know this. Dried (not canned) kidney beans must be heated to boiling for 10 minutes or else **they will poison you**. You must *boil* them, as heating just below boiling makes it worse! Pass it on. #coronavirus",Extremely Negative
Went to grocery store on Friday night and nobody was buying the corned beef. They were out of everything else. #COVID2019,Neutral
"Price gouging is illegal since Governor Abbott declared a State of Disaster in Texas Due To COVID-19. If you believe have encountered price gouging, call the Office of the Attorney Generals toll-free complaint line at (800) 621-0508 or report online at https://t.co/Lq4a71a0yT. https://t.co/P7PKnNldqq",Extremely Negative
"Because of the fear surrounding #covid_19 and the quarantine that seems to be spreading around the globe, I thought it was only fitting I slash prices on our digital products for you. 

Theres a lot of uncertainty https://t.co/xyO9mwHuV4",Extremely Negative
"Watch as food prices go up........
#QuarantineLife #Makro #CoronavirusOutbreak #Covid_19 #CoronaVirusChallenge #CoronaVirusSA #CoronavirusInSA",Neutral
#COVID2019  I'm off down the supermarket to cough on anyone that had more than 4 rolls of toilet paper in their trolly.   Give them a reason to have bought it...,Neutral
"With all the #coronavirus #ToiletPaperPanic buying, I'm wondering what people might get as replacements in their online shopping? Baking paper? House plants?",Neutral
?????? FOR ALL THE GROCERY STORE EMPLOYEES! #COVID2019 #coronavirus #pandemic #corona,Neutral
Not a line to get inside of JoeVs grocery store because they over capacity??????#Coronavirus https://t.co/uHBzQn0vpc,Neutral
"??COVID-19 School Meal Alert?? Florida Department of Agriculture &amp; Consumer Services has posted a list of locations families can find free meals for kids during #COVID19 school closures. Please click on link for details: https://t.co/x638W1lIyk 
#SD13 #District13 #Coronavirus",Extremely Positive
"No food anywhere. Grocery stores empty.  Was counting on @AmazonFresh to see me through this crisis, but no. They show food in stock, but no delivery times available &amp; no option to schedule beyond 3 days out. Have completely given up on them. #COVID2019",Extremely Negative
"@brianschatz Support IDD/Mental Health. 
Guy wants to do his grocery bagging job. 
Told management I can't be in the store with him. 
59 &amp; I've had Pneumonia 
They said we'll go.  
I support him overnights and other times in his house. 
Th",Extremely Positive
Appalling Talk about trying to cash in on people having to work from home amp social distancing knowing we re reliant on internet access right now I appreciate you have a business to maintain but upping your prices in a period uncertainty for everyone is wrong,Extremely Negative
"All our accommodations are being disinfected, to offer the greatest possible security in the situation in which we find ourselves. 

For all clients who cannot return to their country of origin, we have lowered our prices for long term rentals. 

#COVID2019 #coronavirus #spain https://t.co/G98MHxEDtx",Extremely Positive
"As someone in the ""at risk category"" for #coronavirus, I'm currently more concerned about the people panic buying and the rest of us being unable to access food than I am about catching the actual virus.",Extremely Negative
@catturd2 @Styx666Official absolutely take the #coronavirus seriously. Don't panic Take the proper precautions be prepared Do not fall for the mainstream media's Fear tactics and this information and Stop buying  so much toilet paper. Buy some rice and ra,Extremely Negative
"$AMZN  which added more than 4% after announcing that it will hire 100,000 workers to support orders as COVID-19 spreads, keeping more people home and shopping online. The retailer also plans to increase its minimum wage for hourly employees by $2 per hour until the end of April",Extremely Positive
Shelves at the second grocery store Ive visited in a week or so. #coronavirus #panic #shelves https://t.co/erRNFzSPB1,Neutral
"Two #Kroger associates have been diagnosed with #coronavirus.  One in Colorado at #KingSoopers and #FredMeyer in Washington.  #grocerystores

https://t.co/5L9KzRriTA",Neutral
"Restaurants &amp; Supermarkets that offer washing hands and sanitizers, should do so long after Covid-19. 

Every restaurant &amp; supermarket infect.",Neutral
"MA businesses looking for #COVID19 resources can find updates on the EOHED website. Our team will be updating the site as additional tools become available. Continue following @MassGovernor, @MassDPH, @MassEMA, and @Mass_211 for updates. #MAbiz

?: https://t.co/dLuMf4cHZ7 https://t.co/WoUdd1DvPh",Neutral
"MORNING EVERYONE ????
We made &amp; sell high quality made in Nigeria shoes @ affordable prices

Give it a try and u will thank me later?

Price:4000 each

Location: kano 

Nationwide/ international: delivery ??

Call/whatsapp:09093052802

Kindly retweet plz?

#Ehub 
#Covid_19 https://t.co/fxiYTBV69n",Extremely Positive
"Due to concerns about the new #coronavirus, some national retailers are adjusting their hours. #CobbCounty #Business #Health https://t.co/7feV5l5mNc",Neutral
Have you been to the grocery store? We have. Hear our stories in our latest show... Episode 221 is available now (link in bio) featuring #coronavirus shopping stories in KY and reports from the west coast. Plus https://t.co/pyhrhnNfwo,Neutral
"This is not a food shortage issue. Instead, the demand simply shifted as people stocked their personal fridges, freezers and pantries... We have enough food available to refill those stocks and feed everyone during this crisis. https://t.co/2j0BLBMr3B #COVID19 #Coronavirus",Extremely Negative
"Just back from the supermarket, this social distance thing is great, can we keep it after all this blows over? #COVID2019",Extremely Positive
This is the message I get from my manager one day before my retail store is about to close for 2 weeks. #COVID2019 #QuarantineLife https://t.co/r2sjyEJd3e,Neutral
Not only does universal basic income better enable those who are sick to stay home and avoid infecting others but it also enables people to maintain consumption in a 70 consumer based economy I m happy to see it mentioned here in discussion,Extremely Positive
Local case of Covid-19 now and I've been stuck at my essential retail job with customers talking about the trips they just got back from. Store shelves are being nearly emptied daily and i live in a small city. It's going to be hard to avoid this.,Extremely Negative
"So I was wondering why people panic and hoard in the middle of the #coronavirus pandemic. I mean I understand the psychological idea. But to make it through a crisis together, it doesn't help buying all the food and leave the people fighting the crisis with nothing.",Extremely Negative
"Online shopping done, and paid for ????

#COVID2019 #COVID19 #coronavirus #toiletpaper https://t.co/yc8OPV5gS3",Neutral
